Model,Angle,Layer,CKA,Cosine,RSA
dinov2-small-imagenet1k-1-layer,270,10,0.8735830783843994,1,1
dinov2-small-imagenet1k-1-layer,270,11,0.9169607758522034,1,1
dinov2-small-imagenet1k-1-layer,280,0,0.9421309232711792,1,1
dinov2-small-imagenet1k-1-layer,280,1,0.9773098230361938,1,1
dinov2-small-imagenet1k-1-layer,280,2,0.9529291391372681,1,1
dinov2-small-imagenet1k-1-layer,280,3,0.9735296964645386,1,1
dinov2-small-imagenet1k-1-layer,280,4,0.9611225128173828,1,1
dinov2-small-imagenet1k-1-layer,280,5,0.946578860282898,1,1
dinov2-small-imagenet1k-1-layer,280,6,0.9341563582420349,1,1
dinov2-small-imagenet1k-1-layer,280,7,0.9031739830970764,1,1
dinov2-small-imagenet1k-1-layer,280,8,0.807669460773468,1,1
dinov2-small-imagenet1k-1-layer,280,9,0.8340612649917603,1,1
dinov2-small-imagenet1k-1-layer,280,10,0.851837158203125,1,1
dinov2-small-imagenet1k-1-layer,280,11,0.9028855562210083,1,1
dinov2-small-imagenet1k-1-layer,290,0,0.9209944605827332,1,1
dinov2-small-imagenet1k-1-layer,290,1,0.9531431198120117,1,1
dinov2-small-imagenet1k-1-layer,290,2,0.939563512802124,1,1
dinov2-small-imagenet1k-1-layer,290,3,0.9599164724349976,1,1
dinov2-small-imagenet1k-1-layer,290,4,0.9412152171134949,1,1
dinov2-small-imagenet1k-1-layer,290,5,0.9315139651298523,1,1
dinov2-small-imagenet1k-1-layer,290,6,0.9034790992736816,1,1
dinov2-small-imagenet1k-1-layer,290,7,0.879726767539978,1,1
dinov2-small-imagenet1k-1-layer,290,8,0.8208016157150269,1,1
dinov2-small-imagenet1k-1-layer,290,9,0.8294222950935364,1,1
dinov2-small-imagenet1k-1-layer,290,10,0.8399288058280945,1,1
dinov2-small-imagenet1k-1-layer,290,11,0.90013587474823,1,1
dinov2-small-imagenet1k-1-layer,300,0,0.9147051572799683,1,1
dinov2-small-imagenet1k-1-layer,300,1,0.9506176710128784,1,1
dinov2-small-imagenet1k-1-layer,300,2,0.9271345138549805,1,1
dinov2-small-imagenet1k-1-layer,300,3,0.9513128995895386,1,1
dinov2-small-imagenet1k-1-layer,300,4,0.9335671067237854,1,1
dinov2-small-imagenet1k-1-layer,300,5,0.9210789203643799,1,1
dinov2-small-imagenet1k-1-layer,300,6,0.8999942541122437,1,1
dinov2-small-imagenet1k-1-layer,300,7,0.8845446705818176,1,1
dinov2-small-imagenet1k-1-layer,300,8,0.8697918057441711,1,1
dinov2-small-imagenet1k-1-layer,300,9,0.8661840558052063,1,1
dinov2-small-imagenet1k-1-layer,300,10,0.8727442026138306,1,1
dinov2-small-imagenet1k-1-layer,300,11,0.9195924997329712,1,1
dinov2-small-imagenet1k-1-layer,310,0,0.8985522985458374,1,1
dinov2-small-imagenet1k-1-layer,310,1,0.9405781030654907,1,1
dinov2-small-imagenet1k-1-layer,310,2,0.9224005341529846,1,1
dinov2-small-imagenet1k-1-layer,310,3,0.947827160358429,1,1
dinov2-small-imagenet1k-1-layer,310,4,0.9321520328521729,1,1
dinov2-small-imagenet1k-1-layer,310,5,0.9172884225845337,1,1
dinov2-small-imagenet1k-1-layer,310,6,0.9000447392463684,1,1
dinov2-small-imagenet1k-1-layer,310,7,0.8923259973526001,1,1
dinov2-small-imagenet1k-1-layer,310,8,0.9018821716308594,1,1
dinov2-small-imagenet1k-1-layer,310,9,0.8902427554130554,1,1
dinov2-small-imagenet1k-1-layer,310,10,0.8904218673706055,1,1
dinov2-small-imagenet1k-1-layer,310,11,0.9317660331726074,1,1
dinov2-small-imagenet1k-1-layer,320,0,0.9059041738510132,1,1
dinov2-small-imagenet1k-1-layer,320,1,0.9458567500114441,1,1
dinov2-small-imagenet1k-1-layer,320,2,0.9391323328018188,1,1
dinov2-small-imagenet1k-1-layer,320,3,0.9573964476585388,1,1
dinov2-small-imagenet1k-1-layer,320,4,0.9385010600090027,1,1
dinov2-small-imagenet1k-1-layer,320,5,0.9215764999389648,1,1
dinov2-small-imagenet1k-1-layer,320,6,0.9050580263137817,1,1
dinov2-small-imagenet1k-1-layer,320,7,0.9036754965782166,1,1
dinov2-small-imagenet1k-1-layer,320,8,0.8991517424583435,1,1
dinov2-small-imagenet1k-1-layer,320,9,0.9001511931419373,1,1
dinov2-small-imagenet1k-1-layer,320,10,0.906233549118042,1,1
dinov2-small-imagenet1k-1-layer,320,11,0.9450721740722656,1,1
dinov2-small-imagenet1k-1-layer,330,0,0.910527229309082,1,1
dinov2-small-imagenet1k-1-layer,330,1,0.9470340609550476,1,1
dinov2-small-imagenet1k-1-layer,330,2,0.9465612769126892,1,1
dinov2-small-imagenet1k-1-layer,330,3,0.9596251249313354,1,1
dinov2-small-imagenet1k-1-layer,330,4,0.9437901377677917,1,1
dinov2-small-imagenet1k-1-layer,330,5,0.9305049180984497,1,1
dinov2-small-imagenet1k-1-layer,330,6,0.9195430278778076,1,1
dinov2-small-imagenet1k-1-layer,330,7,0.9187321662902832,1,1
dinov2-small-imagenet1k-1-layer,330,8,0.9253040552139282,1,1
dinov2-small-imagenet1k-1-layer,330,9,0.9277081489562988,1,1
dinov2-small-imagenet1k-1-layer,330,10,0.9360496997833252,1,1
dinov2-small-imagenet1k-1-layer,330,11,0.9534114599227905,1,1
dinov2-small-imagenet1k-1-layer,340,0,0.9098351001739502,1,1
dinov2-small-imagenet1k-1-layer,340,1,0.9581255316734314,1,1
dinov2-small-imagenet1k-1-layer,340,2,0.9605149626731873,1,1
dinov2-small-imagenet1k-1-layer,340,3,0.9694350957870483,1,1
dinov2-small-imagenet1k-1-layer,340,4,0.954958975315094,1,1
dinov2-small-imagenet1k-1-layer,340,5,0.9460548162460327,1,1
dinov2-small-imagenet1k-1-layer,340,6,0.9340958595275879,1,1
dinov2-small-imagenet1k-1-layer,340,7,0.9353950619697571,1,1
dinov2-small-imagenet1k-1-layer,340,8,0.9298132061958313,1,1
dinov2-small-imagenet1k-1-layer,340,9,0.9400214552879333,1,1
dinov2-small-imagenet1k-1-layer,340,10,0.9519618153572083,1,1
dinov2-small-imagenet1k-1-layer,340,11,0.9639186263084412,1,1
dinov2-small-imagenet1k-1-layer,350,0,0.9358000755310059,1,1
dinov2-small-imagenet1k-1-layer,350,1,0.9778165221214294,1,1
dinov2-small-imagenet1k-1-layer,350,2,0.9745277762413025,1,1
dinov2-small-imagenet1k-1-layer,350,3,0.9806575179100037,1,1
dinov2-small-imagenet1k-1-layer,350,4,0.9768207669258118,1,1
dinov2-small-imagenet1k-1-layer,350,5,0.9704756140708923,1,1
dinov2-small-imagenet1k-1-layer,350,6,0.9644473791122437,1,1
dinov2-small-imagenet1k-1-layer,350,7,0.9670302271842957,1,1
dinov2-small-imagenet1k-1-layer,350,8,0.9582979679107666,1,1
dinov2-small-imagenet1k-1-layer,350,9,0.9658231735229492,1,1
dinov2-small-imagenet1k-1-layer,350,10,0.9673668146133423,1,1
dinov2-small-imagenet1k-1-layer,350,11,0.9756556749343872,1,1
dinov2-small-imagenet1k-1-layer,360,0,1.0,1,1
dinov2-small-imagenet1k-1-layer,360,1,1.0000001192092896,1,1
dinov2-small-imagenet1k-1-layer,360,2,1.0000001192092896,1,1
dinov2-small-imagenet1k-1-layer,360,3,1.0,1,1
dinov2-small-imagenet1k-1-layer,360,4,1.0,1,1
dinov2-small-imagenet1k-1-layer,360,5,1.0,1,1
dinov2-small-imagenet1k-1-layer,360,6,1.0000001192092896,1,1
dinov2-small-imagenet1k-1-layer,360,7,1.0,1,1
dinov2-small-imagenet1k-1-layer,360,8,1.0,1,1
dinov2-small-imagenet1k-1-layer,360,9,1.0,1,1
dinov2-small-imagenet1k-1-layer,360,10,1.0,1,1
dinov2-small-imagenet1k-1-layer,360,11,1.0,1,1
vit-base-patch16-224,10,0,0.980252742767334,1,1
vit-base-patch16-224,10,1,0.9699886441230774,1,1
vit-base-patch16-224,10,2,0.9671793580055237,1,1
vit-base-patch16-224,10,3,0.9608600735664368,1,1
vit-base-patch16-224,10,4,0.9573599696159363,1,1
vit-base-patch16-224,10,5,0.9602988958358765,1,1
vit-base-patch16-224,10,6,0.9598631262779236,1,1
vit-base-patch16-224,10,7,0.9500404000282288,1,1
vit-base-patch16-224,10,8,0.9448773860931396,1,1
vit-base-patch16-224,10,9,0.9410616755485535,1,1
vit-base-patch16-224,10,10,0.9523059725761414,1,1
vit-base-patch16-224,10,11,0.9727439284324646,1,1
vit-base-patch16-224,20,0,0.9720692038536072,1,1
vit-base-patch16-224,20,1,0.9620940685272217,1,1
vit-base-patch16-224,20,2,0.9603777527809143,1,1
vit-base-patch16-224,20,3,0.9552448391914368,1,1
vit-base-patch16-224,20,4,0.9526044130325317,1,1
vit-base-patch16-224,20,5,0.9529955983161926,1,1
vit-base-patch16-224,20,6,0.9502550959587097,1,1
vit-base-patch16-224,20,7,0.9370605945587158,1,1
vit-base-patch16-224,20,8,0.9279651641845703,1,1
vit-base-patch16-224,20,9,0.9231704473495483,1,1
vit-base-patch16-224,20,10,0.9351893067359924,1,1
vit-base-patch16-224,20,11,0.9549266695976257,1,1
vit-base-patch16-224,30,0,0.9653803110122681,1,1
vit-base-patch16-224,30,1,0.9560221433639526,1,1
vit-base-patch16-224,30,2,0.9545831084251404,1,1
vit-base-patch16-224,30,3,0.9514486193656921,1,1
vit-base-patch16-224,30,4,0.9462820887565613,1,1
vit-base-patch16-224,30,5,0.9456959366798401,1,1
vit-base-patch16-224,30,6,0.940987229347229,1,1
vit-base-patch16-224,30,7,0.927323579788208,1,1
vit-base-patch16-224,30,8,0.9186974167823792,1,1
vit-base-patch16-224,30,9,0.9119531512260437,1,1
vit-base-patch16-224,30,10,0.9229623079299927,1,1
vit-base-patch16-224,30,11,0.9415437579154968,1,1
vit-base-patch16-224,40,0,0.9614779949188232,1,1
vit-base-patch16-224,40,1,0.9508894085884094,1,1
vit-base-patch16-224,40,2,0.9503572583198547,1,1
vit-base-patch16-224,40,3,0.9458044171333313,1,1
vit-base-patch16-224,40,4,0.9402458071708679,1,1
vit-base-patch16-224,40,5,0.9400864243507385,1,1
vit-base-patch16-224,40,6,0.9352372884750366,1,1
vit-base-patch16-224,40,7,0.920674204826355,1,1
vit-base-patch16-224,40,8,0.9118343591690063,1,1
vit-base-patch16-224,40,9,0.9062616229057312,1,1
vit-base-patch16-224,40,10,0.9053661227226257,1,1
vit-base-patch16-224,40,11,0.9254183769226074,1,1
vit-base-patch16-224,50,0,0.9606776237487793,1,1
vit-base-patch16-224,50,1,0.9448933601379395,1,1
vit-base-patch16-224,50,2,0.9441515803337097,1,1
vit-base-patch16-224,50,3,0.9415039420127869,1,1
vit-base-patch16-224,50,4,0.9354109168052673,1,1
vit-base-patch16-224,50,5,0.9346780180931091,1,1
vit-base-patch16-224,50,6,0.9277173280715942,1,1
vit-base-patch16-224,50,7,0.914512574672699,1,1
vit-base-patch16-224,50,8,0.9056670665740967,1,1
vit-base-patch16-224,50,9,0.900941789150238,1,1
vit-base-patch16-224,50,10,0.9045840501785278,1,1
vit-base-patch16-224,50,11,0.9002410173416138,1,1
vit-base-patch16-224,60,0,0.9548157453536987,1,1
vit-base-patch16-224,60,1,0.9371567368507385,1,1
vit-base-patch16-224,60,2,0.9398659467697144,1,1
vit-base-patch16-224,60,3,0.9353709816932678,1,1
vit-base-patch16-224,60,4,0.9316197037696838,1,1
vit-base-patch16-224,60,5,0.9303885698318481,1,1
vit-base-patch16-224,60,6,0.9231134653091431,1,1
vit-base-patch16-224,60,7,0.9081875085830688,1,1
vit-base-patch16-224,60,8,0.897538959980011,1,1
vit-base-patch16-224,60,9,0.8880075812339783,1,1
vit-base-patch16-224,60,10,0.8908635377883911,1,1
vit-base-patch16-224,60,11,0.8902660608291626,1,1
vit-base-patch16-224,70,0,0.9493474364280701,1,1
vit-base-patch16-224,70,1,0.9250059127807617,1,1
vit-base-patch16-224,70,2,0.9260459542274475,1,1
vit-base-patch16-224,70,3,0.9282546043395996,1,1
vit-base-patch16-224,70,4,0.927250325679779,1,1
vit-base-patch16-224,70,5,0.9252411723136902,1,1
vit-base-patch16-224,70,6,0.9178995490074158,1,1
vit-base-patch16-224,70,7,0.9046264886856079,1,1
vit-base-patch16-224,70,8,0.8932428359985352,1,1
vit-base-patch16-224,70,9,0.885067880153656,1,1
vit-base-patch16-224,70,10,0.884955883026123,1,1
vit-base-patch16-224,70,11,0.8690532445907593,1,1
vit-base-patch16-224,80,0,0.9347827434539795,1,1
vit-base-patch16-224,80,1,0.9165546298027039,1,1
vit-base-patch16-224,80,2,0.9169695377349854,1,1
vit-base-patch16-224,80,3,0.9210491180419922,1,1
vit-base-patch16-224,80,4,0.9242793917655945,1,1
vit-base-patch16-224,80,5,0.9266996383666992,1,1
vit-base-patch16-224,80,6,0.9229180812835693,1,1
vit-base-patch16-224,80,7,0.9115051627159119,1,1
vit-base-patch16-224,80,8,0.8989425897598267,1,1
vit-base-patch16-224,80,9,0.8929744362831116,1,1
vit-base-patch16-224,80,10,0.8899977207183838,1,1
vit-base-patch16-224,80,11,0.8743938207626343,1,1
vit-base-patch16-224,90,0,0.9242509007453918,1,1
vit-base-patch16-224,90,1,0.918692946434021,1,1
vit-base-patch16-224,90,2,0.9179983139038086,1,1
vit-base-patch16-224,90,3,0.9272904396057129,1,1
vit-base-patch16-224,90,4,0.9331881999969482,1,1
vit-base-patch16-224,90,5,0.9341210126876831,1,1
vit-base-patch16-224,90,6,0.9307683110237122,1,1
vit-base-patch16-224,90,7,0.9160212278366089,1,1
vit-base-patch16-224,90,8,0.8945051431655884,1,1
vit-base-patch16-224,90,9,0.8795019388198853,1,1
vit-base-patch16-224,90,10,0.8723969459533691,1,1
vit-base-patch16-224,90,11,0.8523496389389038,1,1
vit-base-patch16-224,100,0,0.9324432611465454,1,1
vit-base-patch16-224,100,1,0.916853666305542,1,1
vit-base-patch16-224,100,2,0.9181048274040222,1,1
vit-base-patch16-224,100,3,0.9192691445350647,1,1
vit-base-patch16-224,100,4,0.9211255311965942,1,1
vit-base-patch16-224,100,5,0.9217315912246704,1,1
vit-base-patch16-224,100,6,0.9149563908576965,1,1
vit-base-patch16-224,100,7,0.9013203978538513,1,1
vit-base-patch16-224,100,8,0.8858844637870789,1,1
vit-base-patch16-224,100,9,0.8761366605758667,1,1
vit-base-patch16-224,100,10,0.855609118938446,1,1
vit-base-patch16-224,100,11,0.8556308746337891,1,1
vit-base-patch16-224,110,0,0.9424821734428406,1,1
vit-base-patch16-224,110,1,0.9218291640281677,1,1
vit-base-patch16-224,110,2,0.9294285178184509,1,1
vit-base-patch16-224,110,3,0.9263343811035156,1,1
vit-base-patch16-224,110,4,0.9251137971878052,1,1
vit-base-patch16-224,110,5,0.9222103953361511,1,1
vit-base-patch16-224,110,6,0.9142686724662781,1,1
vit-base-patch16-224,110,7,0.9006670713424683,1,1
vit-base-patch16-224,110,8,0.8830845355987549,1,1
vit-base-patch16-224,110,9,0.8729514479637146,1,1
vit-base-patch16-224,110,10,0.8581622242927551,1,1
vit-base-patch16-224,110,11,0.824657678604126,1,1
vit-base-patch16-224,120,0,0.9509605169296265,1,1
vit-base-patch16-224,120,1,0.9344272017478943,1,1
vit-base-patch16-224,120,2,0.9403603672981262,1,1
vit-base-patch16-224,120,3,0.9387488961219788,1,1
vit-base-patch16-224,120,4,0.932328999042511,1,1
vit-base-patch16-224,120,5,0.9250457882881165,1,1
vit-base-patch16-224,120,6,0.9137553572654724,1,1
vit-base-patch16-224,120,7,0.9007149338722229,1,1
vit-base-patch16-224,120,8,0.8841702342033386,1,1
vit-base-patch16-224,120,9,0.8734874129295349,1,1
vit-base-patch16-224,120,10,0.8456757664680481,1,1
vit-base-patch16-224,120,11,0.8079922795295715,1,1
vit-base-patch16-224,130,0,0.9546661972999573,1,1
vit-base-patch16-224,130,1,0.9432225227355957,1,1
vit-base-patch16-224,130,2,0.9446852207183838,1,1
vit-base-patch16-224,130,3,0.9395392537117004,1,1
vit-base-patch16-224,130,4,0.9304199814796448,1,1
vit-base-patch16-224,130,5,0.9246426224708557,1,1
vit-base-patch16-224,130,6,0.9139206409454346,1,1
vit-base-patch16-224,130,7,0.8982944488525391,1,1
vit-base-patch16-224,130,8,0.8831882476806641,1,1
vit-base-patch16-224,130,9,0.8688769936561584,1,1
vit-base-patch16-224,130,10,0.8439564108848572,1,1
vit-base-patch16-224,130,11,0.8131444454193115,1,1
vit-base-patch16-224,140,0,0.9589384198188782,1,1
vit-base-patch16-224,140,1,0.9505128264427185,1,1
vit-base-patch16-224,140,2,0.9493136405944824,1,1
vit-base-patch16-224,140,3,0.943674623966217,1,1
vit-base-patch16-224,140,4,0.9355186820030212,1,1
vit-base-patch16-224,140,5,0.931209146976471,1,1
vit-base-patch16-224,140,6,0.9215279817581177,1,1
vit-base-patch16-224,140,7,0.9065936803817749,1,1
vit-base-patch16-224,140,8,0.8912482261657715,1,1
vit-base-patch16-224,140,9,0.8799161314964294,1,1
vit-base-patch16-224,140,10,0.849195122718811,1,1
vit-base-patch16-224,140,11,0.8128175735473633,1,1
vit-base-patch16-224,150,0,0.9645169973373413,1,1
vit-base-patch16-224,150,1,0.956364095211029,1,1
vit-base-patch16-224,150,2,0.9536829590797424,1,1
vit-base-patch16-224,150,3,0.9465339183807373,1,1
vit-base-patch16-224,150,4,0.9384591579437256,1,1
vit-base-patch16-224,150,5,0.932955265045166,1,1
vit-base-patch16-224,150,6,0.9218534231185913,1,1
vit-base-patch16-224,150,7,0.9068280458450317,1,1
vit-base-patch16-224,150,8,0.8899018168449402,1,1
vit-base-patch16-224,150,9,0.8789101243019104,1,1
vit-base-patch16-224,150,10,0.8518665432929993,1,1
vit-base-patch16-224,150,11,0.8409682512283325,1,1
vit-base-patch16-224,160,0,0.9680771827697754,1,1
vit-base-patch16-224,160,1,0.9591758847236633,1,1
vit-base-patch16-224,160,2,0.9591362476348877,1,1
vit-base-patch16-224,160,3,0.9534226655960083,1,1
vit-base-patch16-224,160,4,0.9444019794464111,1,1
vit-base-patch16-224,160,5,0.9390832185745239,1,1
vit-base-patch16-224,160,6,0.9275258779525757,1,1
vit-base-patch16-224,160,7,0.9112591743469238,1,1
vit-base-patch16-224,160,8,0.8932048082351685,1,1
vit-base-patch16-224,160,9,0.8813380599021912,1,1
vit-base-patch16-224,160,10,0.8549270033836365,1,1
vit-base-patch16-224,160,11,0.8491201996803284,1,1
vit-base-patch16-224,170,0,0.9765441417694092,1,1
vit-base-patch16-224,170,1,0.965753972530365,1,1
vit-base-patch16-224,170,2,0.9646027684211731,1,1
vit-base-patch16-224,170,3,0.9558017253875732,1,1
vit-base-patch16-224,170,4,0.9472611546516418,1,1
vit-base-patch16-224,170,5,0.9443348050117493,1,1
vit-base-patch16-224,170,6,0.9345044493675232,1,1
vit-base-patch16-224,170,7,0.9220091700553894,1,1
vit-base-patch16-224,170,8,0.9063866138458252,1,1
vit-base-patch16-224,170,9,0.8981149792671204,1,1
vit-base-patch16-224,170,10,0.8727326989173889,1,1
vit-base-patch16-224,170,11,0.8427038192749023,1,1
vit-base-patch16-224,180,0,0.9929584264755249,1,1
vit-base-patch16-224,180,1,0.9948951005935669,1,1
vit-base-patch16-224,180,2,0.9914108514785767,1,1
vit-base-patch16-224,180,3,0.9858763813972473,1,1
vit-base-patch16-224,180,4,0.9805908799171448,1,1
vit-base-patch16-224,180,5,0.9743900895118713,1,1
vit-base-patch16-224,180,6,0.9685588479042053,1,1
vit-base-patch16-224,180,7,0.9566229581832886,1,1
vit-base-patch16-224,180,8,0.9459062218666077,1,1
vit-base-patch16-224,180,9,0.9379382133483887,1,1
vit-base-patch16-224,180,10,0.9067467451095581,1,1
vit-base-patch16-224,180,11,0.878653347492218,1,1
vit-base-patch16-224,190,0,0.976752758026123,1,1
vit-base-patch16-224,190,1,0.9678890705108643,1,1
vit-base-patch16-224,190,2,0.9649061560630798,1,1
vit-base-patch16-224,190,3,0.9563477039337158,1,1
vit-base-patch16-224,190,4,0.9480375051498413,1,1
vit-base-patch16-224,190,5,0.9445390105247498,1,1
vit-base-patch16-224,190,6,0.9362512826919556,1,1
vit-base-patch16-224,190,7,0.9235917329788208,1,1
vit-base-patch16-224,190,8,0.9082543849945068,1,1
vit-base-patch16-224,190,9,0.8969089984893799,1,1
vit-base-patch16-224,190,10,0.8736650347709656,1,1
vit-base-patch16-224,190,11,0.8624047040939331,1,1
vit-base-patch16-224,200,0,0.9690093994140625,1,1
vit-base-patch16-224,200,1,0.9604077339172363,1,1
vit-base-patch16-224,200,2,0.9579384922981262,1,1
vit-base-patch16-224,200,3,0.9516299962997437,1,1
vit-base-patch16-224,200,4,0.9452695250511169,1,1
vit-base-patch16-224,200,5,0.9401261806488037,1,1
vit-base-patch16-224,200,6,0.9312716126441956,1,1
vit-base-patch16-224,200,7,0.9167731404304504,1,1
vit-base-patch16-224,200,8,0.8991190791130066,1,1
vit-base-patch16-224,200,9,0.8900395035743713,1,1
vit-base-patch16-224,200,10,0.8552444577217102,1,1
vit-base-patch16-224,200,11,0.8436840176582336,1,1
vit-base-patch16-224,210,0,0.965885579586029,1,1
vit-base-patch16-224,210,1,0.9556752443313599,1,1
vit-base-patch16-224,210,2,0.9513712525367737,1,1
vit-base-patch16-224,210,3,0.9460324048995972,1,1
vit-base-patch16-224,210,4,0.9366587996482849,1,1
vit-base-patch16-224,210,5,0.9328947067260742,1,1
vit-base-patch16-224,210,6,0.9226258993148804,1,1
vit-base-patch16-224,210,7,0.9101861119270325,1,1
vit-base-patch16-224,210,8,0.8950583338737488,1,1
vit-base-patch16-224,210,9,0.8865139484405518,1,1
vit-base-patch16-224,210,10,0.854831874370575,1,1
vit-base-patch16-224,210,11,0.8431572914123535,1,1
vit-base-patch16-224,220,0,0.9569806456565857,1,1
vit-base-patch16-224,220,1,0.9494460821151733,1,1
vit-base-patch16-224,220,2,0.9459019899368286,1,1
vit-base-patch16-224,220,3,0.9396634697914124,1,1
vit-base-patch16-224,220,4,0.9328991174697876,1,1
vit-base-patch16-224,220,5,0.9290471076965332,1,1
vit-base-patch16-224,220,6,0.9192594289779663,1,1
vit-base-patch16-224,220,7,0.901803195476532,1,1
vit-base-patch16-224,220,8,0.8855232000350952,1,1
vit-base-patch16-224,220,9,0.8760981559753418,1,1
vit-base-patch16-224,220,10,0.8414005637168884,1,1
vit-base-patch16-224,220,11,0.8057448863983154,1,1
vit-base-patch16-224,230,0,0.9568229913711548,1,1
vit-base-patch16-224,230,1,0.9443783760070801,1,1
vit-base-patch16-224,230,2,0.9433926343917847,1,1
vit-base-patch16-224,230,3,0.9385152459144592,1,1
vit-base-patch16-224,230,4,0.9308428168296814,1,1
vit-base-patch16-224,230,5,0.9257561564445496,1,1
vit-base-patch16-224,230,6,0.9157798886299133,1,1
vit-base-patch16-224,230,7,0.9001409411430359,1,1
vit-base-patch16-224,230,8,0.8856238722801208,1,1
vit-base-patch16-224,230,9,0.8774861693382263,1,1
vit-base-patch16-224,230,10,0.848391056060791,1,1
vit-base-patch16-224,230,11,0.816748857498169,1,1
vit-base-patch16-224,240,0,0.9561262130737305,1,1
vit-base-patch16-224,240,1,0.9374018907546997,1,1
vit-base-patch16-224,240,2,0.937869131565094,1,1
vit-base-patch16-224,240,3,0.9358464479446411,1,1
vit-base-patch16-224,240,4,0.9299923777580261,1,1
vit-base-patch16-224,240,5,0.9243284463882446,1,1
vit-base-patch16-224,240,6,0.9148831367492676,1,1
vit-base-patch16-224,240,7,0.899834394454956,1,1
vit-base-patch16-224,240,8,0.8848767280578613,1,1
vit-base-patch16-224,240,9,0.8750699758529663,1,1
vit-base-patch16-224,240,10,0.8497626781463623,1,1
vit-base-patch16-224,240,11,0.8150198459625244,1,1
vit-base-patch16-224,250,0,0.948967695236206,1,1
vit-base-patch16-224,250,1,0.9238340854644775,1,1
vit-base-patch16-224,250,2,0.9247334003448486,1,1
vit-base-patch16-224,250,3,0.9256561994552612,1,1
vit-base-patch16-224,250,4,0.9233871102333069,1,1
vit-base-patch16-224,250,5,0.920249879360199,1,1
vit-base-patch16-224,250,6,0.9117256999015808,1,1
vit-base-patch16-224,250,7,0.8954939842224121,1,1
vit-base-patch16-224,250,8,0.8804140686988831,1,1
vit-base-patch16-224,250,9,0.8668792247772217,1,1
vit-base-patch16-224,250,10,0.8522298336029053,1,1
vit-base-patch16-224,250,11,0.8192991614341736,1,1
vit-base-patch16-224,260,0,0.9401553869247437,1,1
vit-base-patch16-224,260,1,0.919308602809906,1,1
vit-base-patch16-224,260,2,0.9192206859588623,1,1
vit-base-patch16-224,260,3,0.9229363203048706,1,1
vit-base-patch16-224,260,4,0.9243584871292114,1,1
vit-base-patch16-224,260,5,0.9264166951179504,1,1
vit-base-patch16-224,260,6,0.9216639399528503,1,1
vit-base-patch16-224,260,7,0.9091430902481079,1,1
vit-base-patch16-224,260,8,0.8959900140762329,1,1
vit-base-patch16-224,260,9,0.8880801200866699,1,1
vit-base-patch16-224,260,10,0.8698782324790955,1,1
vit-base-patch16-224,260,11,0.8493561148643494,1,1
vit-base-patch16-224,270,0,0.9247347712516785,1,1
vit-base-patch16-224,270,1,0.9175915718078613,1,1
vit-base-patch16-224,270,2,0.9160714149475098,1,1
vit-base-patch16-224,270,3,0.9260181784629822,1,1
vit-base-patch16-224,270,4,0.932709813117981,1,1
vit-base-patch16-224,270,5,0.9328280091285706,1,1
vit-base-patch16-224,270,6,0.9308669567108154,1,1
vit-base-patch16-224,270,7,0.9182494282722473,1,1
vit-base-patch16-224,270,8,0.8968824148178101,1,1
vit-base-patch16-224,270,9,0.884183406829834,1,1
vit-base-patch16-224,270,10,0.8692241907119751,1,1
vit-base-patch16-224,270,11,0.8482796549797058,1,1
vit-base-patch16-224,280,0,0.934925377368927,1,1
vit-base-patch16-224,280,1,0.9173014163970947,1,1
vit-base-patch16-224,280,2,0.9179668426513672,1,1
vit-base-patch16-224,280,3,0.9203644394874573,1,1
vit-base-patch16-224,280,4,0.9201267957687378,1,1
vit-base-patch16-224,280,5,0.9231442809104919,1,1
vit-base-patch16-224,280,6,0.9194226264953613,1,1
vit-base-patch16-224,280,7,0.9089451432228088,1,1
vit-base-patch16-224,280,8,0.895865797996521,1,1
vit-base-patch16-224,280,9,0.8858357667922974,1,1
vit-base-patch16-224,280,10,0.8776822686195374,1,1
vit-base-patch16-224,280,11,0.8676920533180237,1,1
vit-base-patch16-224,290,0,0.9466975331306458,1,1
vit-base-patch16-224,290,1,0.9217666983604431,1,1
vit-base-patch16-224,290,2,0.9300358295440674,1,1
vit-base-patch16-224,290,3,0.9311918616294861,1,1
vit-base-patch16-224,290,4,0.929327666759491,1,1
vit-base-patch16-224,290,5,0.9289986491203308,1,1
vit-base-patch16-224,290,6,0.9232827425003052,1,1
vit-base-patch16-224,290,7,0.9095582365989685,1,1
vit-base-patch16-224,290,8,0.8990737199783325,1,1
vit-base-patch16-224,290,9,0.8914220929145813,1,1
vit-base-patch16-224,290,10,0.8841942548751831,1,1
vit-base-patch16-224,290,11,0.8704120516777039,1,1
vit-base-patch16-224,300,0,0.9533280730247498,1,1
vit-base-patch16-224,300,1,0.9368804693222046,1,1
vit-base-patch16-224,300,2,0.9401652812957764,1,1
vit-base-patch16-224,300,3,0.9397264122962952,1,1
vit-base-patch16-224,300,4,0.9351261258125305,1,1
vit-base-patch16-224,300,5,0.9313125014305115,1,1
vit-base-patch16-224,300,6,0.924146831035614,1,1
vit-base-patch16-224,300,7,0.9115473031997681,1,1
vit-base-patch16-224,300,8,0.8974734544754028,1,1
vit-base-patch16-224,300,9,0.8906700611114502,1,1
vit-base-patch16-224,300,10,0.8833393454551697,1,1
vit-base-patch16-224,300,11,0.8767359852790833,1,1
vit-base-patch16-224,310,0,0.958280622959137,1,1
